,nivel_experiencia,tipo_emprego,titulo_trabalho,salario_em_dolar,residencia_empregado,percentual_remoto,local_empresa,tamanho_empresa
2534,SE,FT,Data Engineer,171000,US,0,US,M
2535,SE,FT,Data Engineer,117000,US,0,US,M
2536,SE,FT,Data Scientist,202800,US,0,US,L
2537,SE,FT,Data Scientist,104300,US,0,US,L
2538,SE,FT,Data Analyst,50432,ES,0,ES,M
2539,SE,FT,Data Analyst,36773,ES,0,ES,M
2540,SE,FT,Data Engineer,197000,US,0,US,M
2541,SE,FT,Data Engineer,99000,US,0,US,M
2542,SE,FT,Data Engineer,160000,US,0,US,M
2543,SE,FT,Data Engineer,110000,US,0,US,M
2544,SE,FT,Data Scientist,185900,US,0,US,M
2545,SE,FT,Data Scientist,129300,US,0,US,M
2546,MI,FT,Data Scientist,30000,MX,100,MX,L
2547,MI,FT,Analytics Engineer,78000,BR,100,BR,M
2548,MI,FT,Analytics Engineer,48000,BR,100,BR,M
2549,SE,FT,Data Engineer,170000,US,0,US,M
2550,SE,FT,Data Engineer,130000,US,0,US,M
2551,SE,FT,Data Analyst,150000,US,0,US,M
2552,SE,FT,Data Analyst,95000,US,0,US,M
2553,MI,FT,Data Engineer,78000,BR,100,BR,M
2554,MI,FT,Data Engineer,42000,BR,100,BR,M
2555,SE,FT,Data Architect,345600,US,0,US,M
2556,SE,FT,Data Architect,230400,US,0,US,M
2557,SE,FT,Data Engineer,145000,US,0,US,M
2558,SE,FT,Data Engineer,115000,US,0,US,M
2559,MI,FT,BI Analyst,78000,BR,100,BR,M
2560,MI,FT,BI Analyst,48000,BR,100,BR,M
2561,SE,FT,Data Analyst,175950,US,100,US,M
2562,SE,FT,Data Analyst,130050,US,100,US,M
2563,SE,FT,Data Engineer,205600,US,0,US,L
2564,SE,FT,Data Engineer,105700,US,0,US,L
2565,SE,FT,Data Analyst,236600,US,100,US,M
2566,SE,FT,Data Analyst,89200,US,100,US,M
2567,MI,FT,Data Scientist,84000,BR,100,BR,M
2568,MI,FT,Data Scientist,54000,BR,100,BR,M
2569,EN,FT,Data Scientist,80000,US,100,US,L
2570,SE,FT,Marketing Data Analyst,200000,GB,100,GB,S
2571,EN,FT,Data Scientist,73742,CA,100,CA,L
2572,SE,FT,Data Science Lead,165000,US,50,US,S
2573,EN,FT,Data Scientist,33246,GB,50,GB,L
2574,SE,FT,Data Engineer,185900,US,0,US,M
2575,SE,FT,Data Engineer,129300,US,0,US,M
2576,SE,FT,Data Analyst,169000,US,0,US,M
2577,SE,FT,Data Analyst,110600,US,0,US,M
2578,EN,FT,Power BI Developer,5409,IN,50,IN,L
2579,MI,FT,Data Engineer,75050,AU,50,AU,L
2580,SE,FT,Data Engineer,225000,US,0,US,M
2581,SE,FT,Data Engineer,184100,US,0,US,M
2582,SE,FT,Data Scientist,185900,US,0,US,M
2583,SE,FT,Data Scientist,129300,US,0,US,M
2584,SE,FT,Data Scientist,225000,US,0,US,M
2585,SE,FT,Data Scientist,156400,US,0,US,M
2586,SE,FT,Data Scientist,185900,US,0,US,M
2587,SE,FT,Data Scientist,129300,US,0,US,M
2588,EN,FT,Machine Learning Engineer,108000,US,0,US,S
2589,SE,FT,Product Data Scientist,8000,IN,100,SG,L
2590,SE,FT,Data Scientist,155000,US,100,US,M
2591,SE,FT,Data Scientist,38000,US,100,US,M
2592,MI,FT,Data Analyst,85000,US,0,US,M
2593,MI,FT,Data Analyst,65000,US,0,US,M
2594,SE,FT,Data Scientist,155000,US,100,US,M
2595,SE,FT,Data Scientist,38000,US,100,US,M
2596,MI,FT,Data Engineer,110820,GB,0,GB,M
2597,MI,FT,Data Engineer,92350,GB,0,GB,M
2598,SE,FT,Data Scientist,153600,US,100,US,M
2599,SE,FT,Data Scientist,106800,US,100,US,M
2600,SE,FT,Data Scientist,185000,US,100,US,M
2601,SE,FT,Data Scientist,50000,US,100,US,M
2602,SE,FT,Data Engineer,185900,US,0,US,M
2603,SE,FT,Data Engineer,129300,US,0,US,M
2604,SE,FT,Data Scientist,155000,US,100,US,M
2605,SE,FT,Data Scientist,38000,US,100,US,M
2606,SE,FT,Data Scientist,168000,US,100,US,M
2607,SE,FT,Data Scientist,130000,US,100,US,M
2608,SE,FT,Data Scientist,123400,US,0,US,M
2609,SE,FT,Data Scientist,88100,US,0,US,M
2610,SE,FT,Data Scientist,120000,US,100,US,S
2611,SE,FT,Data Scientist,55000,US,100,US,S
2612,SE,FT,Data Scientist,185900,US,0,US,M
2613,SE,FT,Data Scientist,129300,US,0,US,M
2614,SE,FT,Data Engineer,191200,US,0,US,M
2615,SE,FT,Data Engineer,130000,US,0,US,M
2616,SE,FT,Data Analyst,169000,US,0,US,M
2617,SE,FT,Data Analyst,110600,US,0,US,M
2618,SE,FT,Analytics Engineer,150000,US,0,US,M
2619,SE,FT,Analytics Engineer,120000,US,0,US,M
2620,SE,FT,Data Science Consultant,139000,US,0,US,M
2621,SE,FT,Data Science Consultant,122000,US,0,US,M
2622,SE,FT,Data Scientist,185900,US,0,US,M
2623,SE,FT,Data Scientist,129300,US,0,US,M
2624,SE,FT,Data Analyst,139600,US,0,US,M
2625,SE,FT,Data Analyst,85700,US,0,US,M
2626,SE,FT,Data Engineer,185000,US,100,US,M
2627,SE,FT,Data Engineer,50000,US,100,US,M
2628,SE,FT,Data Engineer,185900,US,0,US,M
2629,SE,FT,Data Engineer,129300,US,0,US,M
2630,SE,FT,Data Scientist,225000,US,0,US,M
2631,SE,FT,Data Scientist,156400,US,0,US,M
2632,SE,FT,Data Scientist,200000,US,100,US,M
2633,SE,FT,Data Scientist,175000,US,100,US,M
2634,SE,FT,Data Engineer,185900,US,0,US,M
2635,SE,FT,Data Engineer,129300,US,0,US,M
2636,MI,FT,ML Engineer,148500,US,100,US,L
2637,MI,FT,ML Engineer,98200,US,100,US,L
2638,SE,FT,Data Analyst,115000,US,100,US,M
2639,SE,FT,Data Analyst,95000,US,100,US,M
2640,SE,FT,Data Architect,225000,US,100,US,M
2641,SE,FT,Data Architect,66000,US,100,US,M
2642,SE,FT,Data Scientist,185000,US,100,US,M
2643,SE,FT,Data Scientist,50000,US,100,US,M
2644,SE,FT,Data Scientist,47280,ES,0,ES,M
2645,SE,FT,Data Scientist,37824,ES,0,ES,M
2646,MI,FT,Data Manager,134000,US,0,US,M
2647,MI,FT,Data Manager,98000,US,0,US,M
2648,MI,FT,Data Analyst,105000,US,0,US,M
2649,MI,FT,Data Analyst,62000,US,0,US,M
2650,EN,FT,BI Data Analyst,57000,US,100,US,L
2651,SE,FT,Big Data Engineer,161311,CA,50,CA,M
2652,MI,FT,Data Scientist,144200,US,100,US,M
2653,MI,FT,Data Scientist,115360,US,100,US,M
2654,MI,FT,Data Scientist,83171,AU,0,AU,L
2655,SE,FT,Principal Data Architect,38154,IN,100,IN,L
2656,SE,FT,Data Engineer,73546,PT,0,PT,M
2657,SE,FT,Data Engineer,42026,PT,0,PT,M
2658,SE,FT,Data Engineer,170000,US,100,US,M
2659,SE,FT,Data Engineer,150000,US,100,US,M
2660,SE,FT,Data Architect,180000,US,100,US,M
2661,SE,FT,Data Architect,160000,US,100,US,M
2662,MI,FT,Data Scientist,108000,US,50,US,L
2663,SE,FT,Machine Learning Manager,200000,US,100,US,M
2664,SE,FT,Machine Learning Manager,150000,US,100,US,M
2665,EX,FT,Data Manager,125976,CA,50,CA,L
2666,SE,FT,Data Engineer,188700,US,100,US,M
2667,SE,FT,Data Engineer,160395,US,100,US,M
2668,SE,FT,Data Analyst,115934,US,100,US,M
2669,SE,FT,Data Analyst,81666,US,100,US,M
2670,SE,FT,Data Engineer,300000,US,0,US,M
2671,SE,FT,Data Engineer,225000,US,0,US,M
2672,SE,FT,Data Scientist,198440,US,100,US,M
2673,SE,FT,Data Scientist,144000,US,100,US,M
2674,SE,FT,Applied Scientist,191475,US,100,US,M
2675,SE,FT,Applied Scientist,141525,US,100,US,M
2676,SE,FT,Data Analyst,50432,ES,0,ES,M
2677,SE,FT,Data Analyst,36773,ES,0,ES,M
2678,MI,FT,Data Scientist,75648,DE,100,DE,S
2679,SE,FT,Lead Data Scientist,156868,US,100,US,L
2680,SE,FT,BI Analyst,200000,NG,100,NG,S
2681,SE,FT,Data Scientist,198440,US,0,US,L
2682,SE,FT,Data Scientist,144000,US,0,US,L
2683,SE,FT,Lead Machine Learning Engineer,69344,PT,100,PT,L
2684,MI,FT,NLP Engineer,5132,CZ,100,CZ,M
2686,MI,FT,Research Scientist,126080,DE,0,DE,S
2687,MI,FT,Research Scientist,84053,DE,0,DE,S
2688,SE,FT,Data Engineer,200000,US,100,US,M
2689,SE,FT,Data Engineer,180000,US,100,US,M
2690,MI,FT,Analytics Engineer,108000,US,100,US,M
2691,MI,FT,Analytics Engineer,85000,US,100,US,M
2692,SE,FT,Machine Learning Engineer,210000,US,100,US,M
2693,SE,FT,Machine Learning Engineer,180000,US,100,US,M
2694,SE,FT,Data Engineer,165000,US,100,US,M
2695,SE,FT,Data Engineer,132000,US,100,US,M
2696,SE,FT,Analytics Engineer,130000,US,100,US,M
2697,SE,FT,Analytics Engineer,110000,US,100,US,M
2698,MI,FT,BI Data Analyst,45050,AU,50,AU,L
2699,EN,FT,Data Analyst,42028,AU,50,AU,L
2700,MI,FT,Data Analytics Engineer,135000,US,100,US,L
2701,SE,FT,Data Engineer,178800,US,100,US,L
2702,SE,FT,Data Engineer,132100,US,100,US,L
2703,EN,FT,Data Analyst,20000,CR,50,US,M
2704,SE,FT,Machine Learning Engineer,140000,CA,0,CA,M
2705,SE,FT,Machine Learning Engineer,110000,CA,0,CA,M
2706,SE,FT,Data Engineer,160000,US,100,US,M
2707,SE,FT,Data Engineer,85000,US,100,US,M
2708,SE,FT,ETL Developer,250000,US,100,US,M
2709,SE,FT,ETL Developer,63000,US,100,US,M
2710,EX,FT,Data Engineer,187200,US,100,US,M
2711,EX,FT,Data Engineer,116100,US,100,US,M
2712,MI,FT,Data Scientist,10000,TR,0,TR,M
2713,SE,FT,Data Engineer,200000,US,100,US,M
2714,SE,FT,Data Engineer,145000,US,100,US,M
2715,SE,FT,Data Engineer,229998,US,0,US,L
2716,SE,FT,Data Engineer,154545,US,0,US,L
2717,SE,FT,Data Scientist,215000,US,0,US,L
2718,SE,FT,Data Scientist,159000,US,0,US,L
2719,SE,FT,Data Engineer,229998,US,0,US,L
2720,SE,FT,Data Engineer,154545,US,0,US,L
2721,EN,FT,AI Scientist,50000,US,100,US,M
2722,SE,FT,Data Scientist Lead,183000,US,100,US,L
2723,SE,FT,Data Analyst,99750,US,100,US,M
2724,SE,FT,Data Analyst,68400,US,100,US,M
2725,SE,FT,Data Scientist,236900,US,100,US,L
2726,SE,FT,Data Scientist,159200,US,100,US,L
2727,SE,FT,Data Science Manager,243225,US,100,US,M
2728,SE,FT,Data Science Manager,179775,US,100,US,M
2729,SE,FT,Data Engineer,175000,US,100,US,M
2730,SE,FT,Data Engineer,150000,US,100,US,M
2731,SE,FT,Machine Learning Engineer,210000,US,100,US,M
2732,SE,FT,Machine Learning Engineer,180000,US,100,US,M
2733,SE,FT,Data Scientist,148000,US,100,US,M
2734,SE,FT,Data Scientist,128000,US,100,US,M
2735,SE,FT,Data Architect,190000,US,100,US,M
2736,SE,FT,Data Architect,135000,US,100,US,M
2737,SE,FT,Analytics Engineer,130000,US,100,US,M
2738,SE,FT,Analytics Engineer,110000,US,100,US,M
2739,SE,FT,Data Scientist,191475,US,100,US,M
2740,SE,FT,Data Scientist,141525,US,100,US,M
2741,SE,FT,Data Engineer,160000,US,100,US,M
2742,SE,FT,Data Engineer,85000,US,100,US,M
2743,SE,FT,Data Scientist,218000,US,0,US,M
2744,SE,FT,Data Scientist,145300,US,0,US,M
2745,SE,FT,ML Engineer,195400,US,100,US,L
2746,SE,FT,ML Engineer,131300,US,100,US,L
2747,EN,FT,Data Specialist,105000,CL,100,US,L
2748,SE,FT,Data Scientist,191475,US,100,US,M
2749,SE,FT,Data Scientist,141525,US,100,US,M
2750,SE,FT,Data Scientist,207000,US,100,US,M
2751,SE,FT,Data Scientist,153000,US,100,US,M
2752,SE,FT,Data Scientist,191475,US,100,US,M
2753,SE,FT,Data Scientist,141525,US,100,US,M
2754,SE,FT,Data Analyst,110000,US,0,US,M
2755,SE,FT,Data Analyst,99000,US,0,US,M
2756,SE,FT,Data Scientist,191475,US,100,US,M
2757,SE,FT,Data Scientist,141525,US,100,US,M
2758,SE,FT,Data Scientist,191475,US,100,US,M
2759,SE,FT,Data Scientist,141525,US,100,US,M
2760,SE,FT,Data Scientist,191475,US,100,US,M
2761,SE,FT,Data Scientist,141525,US,100,US,M
2762,SE,FT,Machine Learning Engineer,200000,PR,100,PR,M
2763,SE,FT,Machine Learning Engineer,135000,PR,100,PR,M
2764,SE,FT,Data Scientist,207000,US,100,US,M
2765,SE,FT,Data Scientist,153000,US,100,US,M
2766,SE,FT,Data Scientist,191475,US,100,US,M
2767,SE,FT,Data Scientist,141525,US,100,US,M
2768,SE,FT,Data Scientist,191475,US,100,US,M
2769,SE,FT,Data Scientist,141525,US,100,US,M
2770,SE,FT,Data Scientist,191475,US,100,US,M
2771,SE,FT,Data Scientist,141525,US,100,US,M
2772,SE,FT,Data Engineer,195700,US,0,US,M
2773,SE,FT,Data Engineer,130500,US,0,US,M
2774,SE,FT,ML Engineer,130000,US,100,US,M
2775,SE,FT,ML Engineer,84000,US,100,US,M
2776,MI,FT,Data Operations Engineer,100000,US,100,US,M
2777,MI,FT,Data Operations Engineer,60000,US,100,US,M
2778,MI,FT,Data Engineer,80036,GB,100,GB,M
2779,MI,FT,Data Engineer,67723,GB,100,GB,M
2780,SE,FT,Data Engineer,141300,US,0,US,M
2781,SE,FT,Data Engineer,102100,US,0,US,M
2782,SE,FT,Data Analyst,50432,ES,0,ES,M
2783,SE,FT,Data Analyst,36773,ES,0,ES,M
2784,MI,FT,Business Data Analyst,150000,US,100,US,L
2785,MI,FT,Data Scientist,102200,GB,100,GB,M
2786,EN,FT,Data Scientist,22892,IN,50,IN,M
2787,SE,FT,Data Analyst,144000,US,100,US,M
2788,SE,FT,Data Analyst,113000,US,100,US,M
2789,EN,FT,AI Scientist,31520,PT,100,ES,M
2790,SE,FT,Data Architect,195400,US,100,US,L
2791,SE,FT,Data Architect,131300,US,100,US,L
2792,SE,FT,Machine Learning Engineer,195400,US,100,US,L
2793,SE,FT,Machine Learning Engineer,131300,US,100,US,L
2794,SE,FT,Data Architect,195400,US,100,US,L
2795,SE,FT,Data Architect,131300,US,100,US,L
2796,SE,FT,Data Architect,190000,US,100,US,M
2797,SE,FT,Data Architect,135000,US,100,US,M
2798,SE,FT,Data Engineer,135000,US,100,US,M
2799,SE,FT,Data Engineer,80000,US,100,US,M
2800,EN,FT,BI Data Analyst,8050,IN,100,IN,M
2801,SE,FT,Data Engineer,160000,US,100,US,M
2802,SE,FT,Data Engineer,85000,US,100,US,M
2803,SE,FT,Data Engineer,178800,US,100,US,L
2804,SE,FT,Data Engineer,132100,US,100,US,L
2806,SE,FT,Machine Learning Engineer,63040,FI,50,FI,S
2807,EN,FT,Business Data Analyst,50000,IN,100,AS,L
2808,SE,FT,Data Engineer,140000,US,100,US,M
2809,SE,FT,Data Engineer,105000,US,100,US,M
2810,MI,FT,Data Engineer,80036,GB,100,GB,M
2811,MI,FT,Data Engineer,67723,GB,100,GB,M
2812,SE,FT,Analytics Engineer,190000,US,100,US,M
2813,SE,FT,Analytics Engineer,140000,US,100,US,M
2814,MI,FT,Data Operations Engineer,100000,US,100,US,M
2815,MI,FT,Data Operations Engineer,60000,US,100,US,M
2816,SE,FT,Data Scientist,180000,US,100,US,L
2817,SE,FT,Data Scientist,165000,US,100,US,L
2818,SE,FT,Applied Machine Learning Scientist,108000,US,0,US,L
2819,EN,FT,Machine Learning Research Engineer,20000,FR,50,FR,M
2820,SE,FT,Data Architect,190000,US,100,US,M
2821,SE,FT,Data Architect,135000,US,100,US,M
2822,SE,FT,Data Scientist,179400,US,0,US,M
2823,SE,FT,Data Scientist,154000,US,0,US,M
2824,SE,FT,Machine Learning Scientist,193900,US,0,US,M
2825,SE,FT,Machine Learning Scientist,129300,US,0,US,M
2826,EX,FT,Data Science Manager,222640,US,0,US,M
2827,EX,FT,Data Science Manager,182160,US,0,US,M
2828,MI,FT,Data Engineer,150000,US,0,US,M
2829,MI,FT,Data Engineer,100000,US,0,US,M
2830,SE,FT,Analytics Engineer,122500,US,100,US,M
2831,SE,FT,Analytics Engineer,100000,US,100,US,M
2832,EX,FT,Data Engineer,297500,US,100,US,M
2833,EX,FT,Data Engineer,260000,US,100,US,M
2834,EN,FT,Machine Learning Developer,15000,TH,100,TH,L
2835,SE,FT,Data Engineer,193000,ES,100,US,M
2836,EN,FT,Data Scientist,93000,US,0,US,M
2837,EN,FT,Data Scientist,73000,US,0,US,M
2838,MI,FT,Data Operations Engineer,100000,US,100,US,M
2839,MI,FT,Data Operations Engineer,60000,US,100,US,M
2840,EN,FT,Data Analyst,7799,BR,100,BR,L
2841,SE,FT,Data Scientist,136994,US,100,US,M
2842,SE,FT,Data Scientist,101570,US,100,US,M
2843,SE,FT,ETL Developer,250000,US,100,US,M
2844,SE,FT,ETL Developer,63000,US,100,US,M
2845,MI,FT,Data Manager,134000,US,0,US,M
2846,MI,FT,Data Manager,98000,US,0,US,M
2847,SE,FT,Data Scientist,191475,US,100,US,M
2848,SE,FT,Data Scientist,141525,US,100,US,M
2849,SE,FT,Director of Data Science,57786,FR,50,FR,L
2850,MI,FT,Data Analyst,136000,US,100,US,M
2851,MI,FT,Data Analyst,112000,US,100,US,M
2852,SE,FT,Data Scientist,172000,US,100,US,M
2853,SE,FT,Data Scientist,140000,US,100,US,M
2854,SE,FT,Data Engineer,215000,US,0,US,M
2855,SE,FT,Data Engineer,164000,US,0,US,M
2856,SE,FT,Data Engineer,300000,US,0,US,M
2857,SE,FT,Data Engineer,130000,US,0,US,M
2858,SE,FT,Data Engineer,250000,US,100,US,M
2859,SE,FT,Data Engineer,63000,US,100,US,M
2860,SE,FT,Data Engineer,180000,US,100,US,M
2861,SE,FT,Data Engineer,150000,US,100,US,M
2862,EN,FT,Data Engineer,45390,GB,50,GB,L
2863,SE,FT,Data Engineer,250000,US,100,US,M
2864,SE,FT,Data Engineer,63000,US,100,US,M
2865,SE,FT,Data Scientist,191475,US,100,US,M
2866,SE,FT,Data Scientist,141525,US,100,US,M
2867,MI,FT,Data Analyst,97500,US,100,US,L
2868,SE,FT,Applied Scientist,212800,US,100,US,M
2869,SE,FT,Applied Scientist,142800,US,100,US,M
2870,MI,FT,Data Scientist,73546,NL,50,NL,L
2871,EN,FT,Data Scientist,50000,US,50,DE,M
2872,EN,FT,Data Analyst,6359,FR,100,IN,L
2873,SE,FT,Data Scientist,151800,US,0,US,M
2874,SE,FT,Data Scientist,130240,US,0,US,M
2875,SE,FT,Analytics Engineer,165000,US,100,US,M
2876,SE,FT,Analytics Engineer,140250,US,100,US,M
2877,SE,FT,Data Engineer,135000,US,0,US,M
2878,SE,FT,Data Engineer,115000,US,0,US,M
2879,SE,FT,Data Scientist,179400,US,100,US,M
2880,SE,FT,Data Scientist,154000,US,100,US,M
2881,SE,FT,Data Scientist,191475,US,100,US,M
2882,SE,FT,Data Scientist,141525,US,100,US,M
2883,SE,FT,Data Scientist,191475,US,100,US,M
2884,SE,FT,Data Scientist,141525,US,100,US,M
2885,SE,FT,Data Scientist,191475,US,100,US,M
2886,SE,FT,Data Scientist,141525,US,100,US,M
2887,MI,FT,Financial Data Analyst,75000,US,0,US,M
2888,MI,FT,Data Engineer,84053,GR,100,GR,M
2889,MI,FT,Data Engineer,73546,GR,100,GR,M
2890,MI,FT,Data Engineer,98506,GB,100,GB,M
2891,MI,FT,Data Engineer,86193,GB,100,GB,M
2892,MI,FT,Data Engineer,84053,ES,100,ES,M
2893,MI,FT,Data Engineer,73546,ES,100,ES,M
2894,SE,FT,Data Scientist,191475,US,100,US,M
2895,SE,FT,Data Scientist,141525,US,100,US,M
2896,SE,FT,Data Scientist,191475,US,100,US,M
2897,SE,FT,Data Scientist,141525,US,100,US,M
2898,SE,FT,Analytics Engineer,102663,GB,100,GB,M
2899,SE,FT,Analytics Engineer,80041,GB,100,GB,M
2900,SE,FT,Data Scientist,191475,US,100,US,M
2901,SE,FT,Data Scientist,141525,US,100,US,M
2902,SE,FT,Data Engineer,104611,GB,100,GB,M
2903,SE,FT,Data Engineer,82280,GB,100,GB,M
2904,SE,FT,Data Scientist,191475,US,100,US,M
2905,SE,FT,Data Scientist,141525,US,100,US,M
2906,SE,FT,Data Scientist,191475,US,0,US,M
2907,SE,FT,Data Scientist,141525,US,0,US,M
2908,SE,FT,Data Analyst,115000,US,0,US,L
2909,EN,FT,Data Scientist,31520,ES,50,ES,M
2910,SE,FT,Data Operations Analyst,81000,US,100,US,M
2911,SE,FT,Data Operations Analyst,66000,US,100,US,M
2912,EN,FT,Data Analyst,46000,US,100,US,L
2913,EN,FT,Data Engineer,80000,US,100,US,L
2914,EX,FT,Machine Learning Scientist,200000,US,100,US,S
2915,EX,FT,Machine Learning Scientist,180000,US,100,US,S
2916,EX,FT,AI Scientist,200000,US,100,US,S
2917,SE,FT,Data Scientist,204100,US,0,US,M
2918,SE,FT,Data Scientist,136100,US,0,US,M
2919,SE,FT,Analytics Engineer,250000,US,0,US,M
2920,SE,FT,Analytics Engineer,63000,US,0,US,M
2921,MI,FT,Data Scientist,118208,GB,0,GB,M
2922,MI,FT,Data Scientist,110820,GB,0,GB,M
2923,EN,PT,Computer Vision Software Engineer,19073,DK,50,DK,L
2924,SE,FT,Data Scientist,191475,US,100,US,M
2925,SE,FT,Data Scientist,141525,US,100,US,M
2926,SE,FT,Data Scientist,191475,US,100,US,M
2927,SE,FT,Data Scientist,141525,US,100,US,M
2928,SE,FT,Data Scientist,191475,US,100,US,M
2929,SE,FT,Data Scientist,141525,US,100,US,M
2930,SE,FT,Data Specialist,95000,US,100,US,M
2931,SE,FT,Data Specialist,70000,US,100,US,M
2932,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,M
2934,MI,FT,Data Analyst,113000,US,0,US,L
2935,SE,FT,Data Scientist,170000,US,100,US,M
2936,SE,FT,Data Scientist,130000,US,100,US,M
2937,MI,FT,Data Analytics Consultant,113000,US,100,US,L
2938,MI,FT,Product Data Analyst,140000,US,100,US,M
2939,SE,FT,Data Analyst,50000,PH,100,PH,S
2940,MI,FT,BI Data Analyst,53368,AU,100,AU,M
2941,SE,FT,Data Scientist,175000,US,0,US,M
2942,SE,FT,Data Scientist,140000,US,0,US,M
2943,SE,FT,Lead Data Scientist,29944,PT,50,PT,S
2944,SE,FT,Analytics Engineer,250000,US,0,US,M
2945,SE,FT,Analytics Engineer,63000,US,0,US,M
2946,SE,FT,Data Scientist,160000,US,0,US,L
2947,SE,FT,Data Scientist,119300,US,0,US,L
2948,MI,FT,Research Scientist,145000,US,50,US,L
2949,SE,FT,Data Engineer,105000,US,0,US,M
2950,SE,FT,Data Engineer,90000,US,0,US,M
2951,SE,FT,ETL Developer,146200,US,100,US,M
2952,SE,FT,ETL Developer,124270,US,100,US,M
2953,MI,FT,Data Scientist,225000,US,0,US,M
2954,MI,FT,Data Scientist,160000,US,0,US,M
2955,MI,FT,Data Scientist,54634,NL,100,NL,S
2956,SE,FT,Data Engineer,185800,CA,100,CA,M
2957,SE,FT,Data Engineer,137400,CA,100,CA,M
2958,SE,FT,Analytics Engineer,245000,US,0,US,M
2959,SE,FT,Analytics Engineer,180000,US,0,US,M
2960,SE,FT,Analytics Engineer,203500,US,0,US,M
2961,SE,FT,Analytics Engineer,152000,US,0,US,M
2962,SE,FT,Data Engineer,250000,US,0,US,M
2963,SE,FT,Data Engineer,63000,US,0,US,M
2964,SE,FT,Machine Learning Infrastructure Engineer,186000,US,100,US,M
2965,SE,FT,Machine Learning Infrastructure Engineer,148800,US,100,US,M
2966,SE,FT,Lead Machine Learning Engineer,95386,IN,50,IN,L
2967,MI,FT,Machine Learning Engineer,128058,GB,50,GB,L
2968,EN,FT,Data Scientist,82000,US,0,US,L
2969,EN,PT,Data Scientist,110000,DO,100,FR,M
2970,MI,FT,Applied Machine Learning Scientist,173000,US,50,US,M
2971,SE,FT,Data Scientist,203500,US,0,US,M
2972,SE,FT,Data Scientist,152000,US,0,US,M
2973,SE,FT,Machine Learning Engineer,186000,US,100,US,M
2974,SE,FT,Machine Learning Engineer,148800,US,100,US,M
2975,EN,FT,BI Data Analyst,6270,BR,100,BR,L
2976,MI,FT,Data Science Manager,158000,US,100,US,M
2977,MI,FT,Data Science Manager,134000,US,100,US,M
2978,SE,FT,Data Scientist,170000,US,100,US,M
2979,SE,FT,Data Scientist,120000,US,100,US,M
2980,EX,FT,Analytics Engineer,200000,US,100,US,M
2981,EX,FT,Analytics Engineer,150000,US,100,US,M
2982,SE,FT,Data Analyst,216200,US,0,US,M
2983,SE,FT,Data Analyst,144100,US,0,US,M
2984,MI,FT,Data Scientist,115573,NL,0,NL,M
2985,MI,FT,Data Scientist,89306,NL,0,NL,M
2986,SE,FT,ETL Developer,250000,US,0,US,M
2987,SE,FT,ETL Developer,63000,US,0,US,M
2988,SE,FT,Data Engineer,135000,US,100,US,M
2989,SE,FT,Data Engineer,85000,US,100,US,M
2990,SE,FT,Machine Learning Engineer,135000,US,100,US,M
2991,SE,FT,Machine Learning Engineer,85000,US,100,US,M
2992,SE,FT,Data Science Manager,206000,US,100,US,M
2993,SE,FT,Data Science Manager,175100,US,100,US,M
2994,SE,FT,Machine Learning Engineer,189650,US,0,US,M
2995,SE,FT,Machine Learning Engineer,164996,US,0,US,M
2996,SE,FT,Data Architect,149040,US,100,US,M
2997,SE,FT,Data Architect,113900,US,100,US,M
2998,SE,FT,Data Engineer,154000,US,100,US,M
2999,SE,FT,Data Engineer,126000,US,100,US,M
3000,SE,FT,Machine Learning Engineer,200000,US,100,US,L
3001,SE,FT,Machine Learning Engineer,150000,US,100,US,L
3002,SE,FT,Data Engineer,195700,US,0,US,M
3003,SE,FT,Data Engineer,130500,US,0,US,M
3004,SE,FT,Analytics Engineer,170000,US,100,US,M
3005,SE,FT,Analytics Engineer,135000,US,100,US,M
3006,MI,FT,Data Engineer,98506,GB,0,GB,M
3007,MI,FT,Data Engineer,73880,GB,0,GB,M
3008,SE,FT,Data Analyst,117000,US,100,US,M
3009,SE,FT,Data Analyst,99450,US,100,US,M
3010,SE,FT,Data Engineer,200000,PR,100,PR,M
3011,SE,FT,Data Engineer,135000,PR,100,PR,M
3012,SE,FT,Machine Learning Engineer,193900,US,0,US,M
3013,SE,FT,Machine Learning Engineer,129300,US,0,US,M
3014,EN,FT,Machine Learning Engineer,55410,GB,100,GB,S
3015,SE,FT,Data Analyst,86193,GB,0,GB,M
3016,SE,FT,Data Analyst,61566,GB,0,GB,M
3017,SE,FT,Data Analyst,175000,US,100,US,M
3018,SE,FT,Data Analyst,130000,US,100,US,M
3019,SE,FT,Data Engineer,188100,US,0,US,M
3020,SE,FT,Data Engineer,139860,US,0,US,M
3021,SE,FT,Machine Learning Engineer,248700,US,0,US,M
3022,SE,FT,Machine Learning Engineer,167100,US,0,US,M
3023,MI,FT,Data Analyst,5723,IN,100,IN,S
3024,SE,FT,Data Scientist,123400,US,0,US,M
3025,SE,FT,Data Scientist,88100,US,0,US,M
3026,MI,FT,BI Data Analyst,50432,DE,100,DE,S
3027,SE,FT,Data Scientist,245000,US,0,US,M
3028,SE,FT,Data Scientist,205000,US,0,US,M
3029,SE,FT,Data Engineer,141300,US,0,US,M
3030,SE,FT,Data Engineer,102100,US,0,US,M
3031,SE,FT,Data Architect,141300,US,0,US,M
3032,SE,FT,Data Architect,102100,US,0,US,M
